Distributors,Brands,Item Names,Draft/Package,Current On Hand in Case Equivs,Projected Daily Rate of Sales,Projected Days on Hand,90 Days 4/23/2026 thru 7/21/2026 Case Equivs,90 Days 4/23/2025 thru 7/21/2025 Case Equivs,Pct,90 Days  7/22/2025 thru 10/19/2025 Case Equivs,Projected 90 Days Sales Case Equivs,Projected Order in Case Equivs,Last Sale Date
"7G - Davenport, IA",Neighborhood Beer,Neighbs 4/6/8oz Can,PACKAGE,6.667,0.029629644444,225.0111,2.666668,0,--,0,0,-6.667,07/07/2026
"7G - Davenport, IA",Neighborhood Beer,Neighborhood Beer 1/24/12oz Can,PACKAGE,0,3.333333333333,0,0,0,--,300,300,300,02/19/2026
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,301,1.811111111111,166.1963,163,0,--,0,0,-301,07/14/2026
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #6,PACKAGE,0,0,0,0,0,--,0,0,0,05/21/2024
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,0,0,0,113,-1,105,0,0,09/16/2025
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/29/2025
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #3,PACKAGE,0,0,0,0,0,--,0,0,0,06/02/2023
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,0,0,0,229,-1,-1,0,0,07/18/2025
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #5,PACKAGE,0,0,0,0,0,--,0,0,0,03/05/2024
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #2,PACKAGE,0,0,0,0,0,--,0,0,0,03/10/2023
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #1,PACKAGE,0,0,0,0,0,--,0,0,0,12/13/2022
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,1.688888888889,0,0,0,--,152,152,152,12/19/2025
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #8,PACKAGE,0,0,0,0,0,--,0,0,0,11/19/2024
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #4,PACKAGE,0,0,0,0,0,--,0,0,0,11/07/2023
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,1.055555555556,0,95,0,--,0,0,-100,06/10/2026
"7G - Davenport, IA",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz can #7,PACKAGE,0,0,0,0,0,--,0,0,0,07/05/2024
"7G - Davenport, IA",Citrus Surfer Variety Pac,Citrus Surfer Variety Pack 2/12/12oz Can,PACKAGE,100,2.222222222222,45,200,0,--,0,0,-100,06/25/2026
"7G - Davenport, IA",Citrus Surfer Variety Pac,Citrus Surfer Variety Pack 2/12/12oz Can,PACKAGE,71,0.392960135709,180.6799,82,262,-0.687022900763,113,35.366412213781,-35.633587786219,07/14/2026
"7G - Davenport, IA",Citrus Surfer Variety Pac,Citrus Surfer Variety Pack 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Easy Going,Easy Going 2/12/12oz Can,PACKAGE,127,0.444444444444,285.75,40,0,--,0,0,-127,07/17/2026
"7G - Davenport, IA",Easy Going,Easy Going 4/6/12oz Can,PACKAGE,25,0.333333333333,75,30,0,--,0,0,-25,07/17/2026
"7G - Davenport, IA",Easy Going,Easy Going 1/6 Barrel Keg,DRAFT,6.88,0.025481477778,270,2.293333,0,--,0,0,-6.88,05/12/2026
"7G - Davenport, IA",Easy Going,Easy Going 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",1939 Amber Ale,1939 Amber 4/6/12oz Can,PACKAGE,82,0.423456790124,193.6443,56,72,-0.222222222222,49,38.111111111122,-43.888888888878,07/17/2026
"7G - Davenport, IA",1939 Amber Ale,1939 Amber 1/2 Barrel Keg,DRAFT,20.667,0.3936508,52.5008,41.333334,96.444446,-0.571428571429,82.666668,35.428571999965,-40.349428000035,07/14/2026
"7G - Davenport, IA",1939 Amber Ale,1939 Amber 1/6 Barrel Keg,DRAFT,20.64,0.510195823704,40.4551,38.986662,103.199985,-0.622222212532,121.546649,45.91762413337,-20.58937586663,07/17/2026
"7G - Davenport, IA",Strawberry Jam,Strawberry Jam 6/4/12oz can,PACKAGE,48,0.222222222222,216,20,19,0.052631578947,0,0,-48,07/10/2026
"7G - Davenport, IA",Strawberry Jam,Strawberry Jam 1/2 Barrel Keg,DRAFT,41.333,0.076543211111,539.9956,6.888889,0,--,0,0,-41.333,06/26/2026
"7G - Davenport, IA",Strawberry Jam,Strawberry Jam 1/6 Barrel Keg,DRAFT,0,0.127407388889,0,11.466665,0,--,0,0,0,05/22/2026
"7G - Davenport, IA",Summer Jam,Summer Jam 1/2 Barrel Keg,DRAFT,41.333,0.105982907692,389.9968,41.333334,89.555557,-0.538461538462,20.666667,9.538461692298,-31.794538307702,07/17/2026
"7G - Davenport, IA",Summer Jam,Summer Jam 1/6 Barrel Keg,DRAFT,20.64,0.197345918918,104.5879,59.626662,107.786655,-0.446808494057,32.106662,17.761132702583,-2.878867297417,07/17/2026
"7G - Davenport, IA",Summer Jam,Summer Jam 6/4/12oz Can,PACKAGE,0,0.433333333333,0,39,56,-0.303571428571,0,0,0,07/03/2026
"7G - Davenport, IA",Royal Eddy,Royal Eddy 4/6/12oz Can,PACKAGE,56,0.871287128713,64.2727,99,101,-0.019801980198,80,78.41584158416,-27.58415841584,07/15/2026
"7G - Davenport, IA",Royal Eddy,Royal Eddy 1/12/19.2oz Can,PACKAGE,4,0.381835748792,10.4757,30.4,18.4,0.652173913043,20.8,34.365217391294,-1.634782608706,07/17/2026
"7G - Davenport, IA",Royal Eddy,Royal Eddy 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,02/29/2024
"7G - Davenport, IA",Royal Eddy,Royal Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,12/13/2024
"7G - Davenport, IA",Wild Eddy,Wild Eddy 1/2 Barrel Keg,DRAFT,55.111,0.382716055556,143.9997,34.444445,20.666667,0.666666666667,20.666667,34.444445000007,-20.666554999993,07/17/2026
"7G - Davenport, IA",Wild Eddy,Wild Eddy 4/6/12oz Can,PACKAGE,1,0.436239316239,2.2923,44,65,-0.323076923077,58,39.261538461534,-11.738461538466,07/08/2026
"7G - Davenport, IA",Wild Eddy,Wild Eddy 1/6 Barrel Keg,DRAFT,0,0.050962964444,0,11.466667,11.466665,1.74419E-07,4.586666,4.586666800002,-16.053333199998,07/09/2026
"7G - Davenport, IA",Rainbow Connection,Rainbow Connection 6/4/12oz Can,PACKAGE,38,0.039130434783,971.1111,27,69,-0.608695652174,9,3.521739130434,-34.478260869566,07/10/2026
"7G - Davenport, IA",Rainbow Connection,Rainbow Connection 1/6 Barrel Keg,DRAFT,2.222,0.098765422222,22.4978,17.777776,13.333332,0.333333333333,6.666666,8.888887999998,6.666887999998,07/16/2026
"7G - Davenport, IA",Rainbow Connection,Rainbow Connection 1/2 Barrel Keg,DRAFT,0,0,0,0,6.888889,-1,0,0,0,06/06/2025
"7G - Davenport, IA",Lupo,Lupo 4/6/12oz Can,PACKAGE,26,0.175,148.5714,14,8,0.75,9,15.75,-10.25,07/14/2026
"7G - Davenport, IA",Lupo,Lupo 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Lupo,Lupo 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Zero Eddy,Zero Eddy 4/6/12oz Can,PACKAGE,13,0.877777777778,14.8101,79,0,--,0,0,-63,07/17/2026
"7G - Davenport, IA",Zero Eddy,Zero Eddy 2/12/12oz Can,PACKAGE,3,0.811111111111,3.6986,73,0,--,0,0,-3,07/17/2026
"7G - Davenport, IA",Arms Race Pale Ale,Arms Race Pale Ale 1/6 Barrel Keg,DRAFT,13.76,0.035674068,385.7144,16.053332,11.466666,0.399999965116,2.293333,3.210666119999,-10.549333880001,07/15/2026
"7G - Davenport, IA",Arms Race Pale Ale,Arms Race Pale Ale 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,07/20/2023
"7G - Davenport, IA",Arms Race Pale Ale,Arms Race Pale Ale 2/12/12oz Can,PACKAGE,0,0,0,0,28,-1,-1,0,0,05/27/2025
"7G - Davenport, IA",Arms Race Pale Ale,Arms Race Pale Ale 4/6/12oz Can,PACKAGE,0,0.25,0,18,24,-0.25,30,22.5,22.5,07/01/2026
"7G - Davenport, IA",Sova,Sova 4/6/12oz Can,PACKAGE,12,0.066666666667,180,9,0,--,3,6,-6,07/17/2026
"7G - Davenport, IA",Sova,Sova 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Sova,Sova 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Color TV,Color TV 1/2 Barrel,DRAFT,6.889,0.153086422222,45.0007,13.777778,0,--,0,0,-6.889,04/24/2026
"7G - Davenport, IA",Color TV,Color TV 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,05/24/2024
"7G - Davenport, IA",Color TV,Color TV 1/6 Barrel,DRAFT,0,0,0,0,4.586666,-1,0,0,0,04/10/2026
"7G - Davenport, IA",Color TV,Color TV 4/6/12oz Can,PACKAGE,0,0,0,0,30,-1,0,0,0,04/02/2026
"7G - Davenport, IA",Citrus Surfer Lime,Citrus Surfer Lime 4/6/12oz Can,PACKAGE,1,0.230651340996,4.3355,42,87,-0.51724137931,43,20.75862068967,-20.24137931033,07/17/2026
"7G - Davenport, IA",Citrus Surfer Lime,Citrus Surfer Lime 1/6 Barrel Keg,DRAFT,0,0,0,0,18.346664,-1,4.586666,0,0,12/11/2025
"7G - Davenport, IA",Citrus Surfer Lime,Citrus Surfer Lime 1/2 Barrel Keg,DRAFT,0,0,0,0,34.444445,-1,6.888889,0,0,02/18/2026
"7G - Davenport, IA",Moon Rabbit,Moon Rabbit 1/6 Barrel,DRAFT,0,0,0,0,11.466665,-1,2.293333,0,0,08/06/2025
"7G - Davenport, IA",Moon Rabbit,Moon Rabbit 4/6/12oz Can,PACKAGE,0,0.022222222222,0,2,5,-0.6,0,0,0,04/28/2026
"7G - Davenport, IA",Moon Rabbit,Moon Rabbit 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Jingle Jam,Jingle Jam 6/4/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,12/15/2023
"7G - Davenport, IA",Jingle Jam,Jingle Jam 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,12/15/2023
"7G - Davenport, IA",Sweet Spot Hard Iced Tea,Sweet Spot Hard Iced Tea 6/4/12oz Can,PACKAGE,0,-0.013888888889,0,-1,4,-1.25,5,-1.25,-1.25,09/30/2025
"7G - Davenport, IA",Oktoberfest,Oktoberfest 1/2 Barrel Keg,DRAFT,0,0.535802477778,0,0,0,--,48.222223,48.222223,48.222223,10/16/2025
"7G - Davenport, IA",Oktoberfest,Oktoberfest 1/6 Barrel Keg,DRAFT,0,0.433185122222,0,0,0,--,38.986661,38.986661,38.986661,10/10/2025
"7G - Davenport, IA",Oktoberfest,Oktoberfest 4/6/12oz Can,PACKAGE,0,1.8,0,0,0,--,162,162,162,10/24/2025
"7G - Davenport, IA",Equalitea,Equalitea 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Equalitea,Equalitea 6/4/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",A Real Nice Surprise IPA,A Real Nice Surprise 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",A Real Nice Surprise IPA,A Real Nice Surprise IPA 6/4/16oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/31/2024
"7G - Davenport, IA",A Real Nice Surprise IPA,A Real Nice Surprise IPA 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,12/26/2025
"7G - Davenport, IA",A Real Nice Surprise IPA,A Real Nice Surprise IPA 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,12/16/2025
"7G - Davenport, IA",Patagonia Kernza Lager,Patagonia Kernza Lager 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Patagonia Kernza Lager,Patagonia Kernza Lager 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Iowa City Lager,Iowa City Lager 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,07/02/2024
"7G - Davenport, IA",Iowa City Lager,Iowa City Lager 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,03/02/2023
"7G - Davenport, IA",Squeeze Grapefruit Paloma,Squeeze Grapefruit Paloma 6/4/12 oz,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Fruitfully Just,Fruitfully Just 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/09/2025
"7G - Davenport, IA",Greener State of Mind,Greener State of Mind 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Greener State of Mind,Greener State of Mind 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,11/10/2022
"7G - Davenport, IA",Greener State of Mind,Greener State of Mind 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,02/13/2025
"7G - Davenport, IA",Sweet Spot Light Hard Ice,Sweet Spot Light Hard Iced Tea 6/4/12oz Can,PACKAGE,0,0,0,0,10,-1,3,0,0,09/05/2025
"7G - Davenport, IA",Squeeze Vodka Lemonade,Squeeze Vodka Strawberry Lemonade 6/4/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,12/12/2023
"7G - Davenport, IA",Tropical Jam,Tropical Jam 6/4/12 oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/25/2023
"7G - Davenport, IA",Tropical Jam,Tropical Jam 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,03/24/2023
"7G - Davenport, IA",Tropical Jam,Tropical Jam 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,02/21/2023
"7G - Davenport, IA",Freezy Eddy,Freezy Eddy 4/6/12 oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Freezy Eddy,Freezy Eddy 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Freezy Eddy,Freezy Eddy 4/6/12oz can,PACKAGE,0,0,0,0,8,-1,47,0,0,10/28/2025
"7G - Davenport, IA",Richard the Whale,Richard the Whale 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,12/20/2024
"7G - Davenport, IA",Richard the Whale,Richard the Whale Reserve 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Triple Eddy,Triple Eddy 4/6/8oz Can,PACKAGE,0,0.103703755556,0,9.333338,0,--,0,0,0,06/30/2026
"7G - Davenport, IA",Triple Eddy,Triple Eddy 6/4/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,04/24/2026
"7G - Davenport, IA",Triple Eddy,Triple Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Organic Cold IPA,Organic Cold IPA 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Squeeze Blood Orange,Squeeze Blood Orange 24/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Emerald Eddy,Emerald Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Aussie Eddy,Aussie Eddy 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Corn Queen,Corn Queen Lager 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Boomtown,Boomtown 2/12/12oz Can,PACKAGE,0,0,0,0,17,-1,0,0,0,05/27/2025
"7G - Davenport, IA",Boomtown,Boomtown 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,10/15/2024
"7G - Davenport, IA",Boomtown,Boomtown 1/24/16oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/09/2025
"7G - Davenport, IA",Boomtown,Boomtown 4/6/12oz Can,PACKAGE,0,0.238596491228,0,24,38,-0.368421052632,34,21.473684210512,21.473684210512,07/07/2026
"7G - Davenport, IA",Boomtown,Boomtown 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,02/21/2025
"7G - Davenport, IA",Juicy Jam,Juicy Jam 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,12/05/2024
"7G - Davenport, IA",Juicy Jam,Juicy Jam 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,12/20/2024
"7G - Davenport, IA",Juicy Jam,Juicy Jam 6/4/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,04/09/2025
"7G - Davenport, IA",HDTV,HDTV 6/4/16 oz can,PACKAGE,0,0,0,0,0,--,0,0,0,05/21/2024
"7G - Davenport, IA",HDTV,HDTV 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",HDTV,HDTV 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,05/16/2024
"7G - Davenport, IA",Jabroni Pils,Jabroni Pils 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Jabroni Pils,Jabroni Pils 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,04/06/2021
"7G - Davenport, IA",Turtle Hunter,Turtle Hunter 1/6 Barrel,DRAFT,0,0.101925911111,0,0,0,--,9.173332,9.173332,9.173332,11/28/2025
"7G - Davenport, IA",Turtle Hunter,Turtle Hunter 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,12/09/2022
"7G - Davenport, IA",Turtle Hunter,Turtle Hunter 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,10/06/2023
"7G - Davenport, IA",Burch the Bear,Burch The Bear 4/6/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,04/21/2026
"7G - Davenport, IA",Burch the Bear,Burch the Bear 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/15/2026
"7G - Davenport, IA",Burch the Bear,Burch the Bear 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,11/13/2024
"7G - Davenport, IA",West Eddy,West Eddy 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,04/23/2025
"7G - Davenport, IA",West Eddy,West Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,12/27/2024
"7G - Davenport, IA",West Eddy,West Eddy 1/6 Barrel Keg,DRAFT,0,0,0,0,4.586666,-1,0,0,0,05/06/2025
"7G - Davenport, IA",West Eddy,West Eddy 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,03/11/2025
"7G - Davenport, IA",RAGBRAI BEER,Ragbrai Beer 4/6/16oz Can,PACKAGE,0,0.029629633333,0,0,0,--,2.666667,2.666667,2.666667,08/01/2025
"7G - Davenport, IA",Squeeze Citrus Spritz,Squeeze Citrus Spritz 6/4/12 oz,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Wade Wisely Coffee Oatmea,Wade Wisely 4/6/12oz Can,PACKAGE,0,0.122222222222,0,0,0,--,11,11,11,02/03/2026
"7G - Davenport, IA",Wade Wisely Coffee Oatmea,Wade Wisely 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,02/19/2026
"7G - Davenport, IA",Wade Wisely Coffee Oatmea,Wade Wisely 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,11/27/2024
"7G - Davenport, IA",Starla,Starla 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,05/15/2024
"7G - Davenport, IA",Starla,Starla 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Starla,Starla 6/4/16oz,PACKAGE,0,0,0,0,0,--,0,0,0,05/31/2024
"7G - Davenport, IA",Sweet Spot Half and Half,Sweet Spot Half and Half 6/4/12oz Can,PACKAGE,0,0,0,0,16,-1,2,0,0,08/29/2025
"7G - Davenport, IA",Into the Woods,Into the Woods 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Into the Woods,Into The Woods 6/4/16oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/24/2025
"7G - Davenport, IA",Into the Woods,Into The Woods 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,11/29/2023
"7G - Davenport, IA",Tailwind,Tailwind 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,10/13/2023
"7G - Davenport, IA",Tailwind,Tailwind 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,05/14/2021
"7G - Davenport, IA",Gravity of the Situation,Gravity of the Situation 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/30/2025
"7G - Davenport, IA",Double Blackberry,Double Blackberry 1/6 Barrel Keg,DRAFT,0,0.254814777778,0,0,0,--,22.93333,22.93333,22.93333,04/03/2026
"7G - Davenport, IA",Double Blackberry,Double Blackberry 6/4/12oz Can,PACKAGE,0,0.123809523809,0,27,63,-0.571428571429,26,11.142857142846,11.142857142846,06/23/2026
"7G - Davenport, IA",Double Blackberry,Double Blackberry 1/2 Barrel Keg,DRAFT,0,0.076543211111,0,6.888889,0,--,0,0,0,07/03/2026
"7G - Davenport, IA",Special Batches,Special Batch 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Special Batches,Special Batch 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,04/01/2022
"7G - Davenport, IA",Special Batches,Special Batch 1/2 Barrel,DRAFT,0,0.076543211111,0,0,0,--,6.888889,6.888889,6.888889,09/25/2025
"7G - Davenport, IA",Big Ed,Big Ed 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,04/08/2025
"7G - Davenport, IA",Big Ed,Big Ed 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Czech Pilsner,Czech Pilsner 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Organic Dunkel,Organic Dunkel 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Pink Boots,Pink Outside The Box 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Pink Boots,Pink Outside The Box 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Crescent Light,Crescent Light 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Autumn Amber Ale,Autumn Amber Ale 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Good Grove,Good Grove 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/07/2025
"7G - Davenport, IA",Good Grove,Good Grove 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Delta Flyer,Delta Flyer 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Squeeze Wild Raspberry,Squeeze Wild Raspberry 24/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,04/16/2025
"7G - Davenport, IA",Squeeze Wild Raspberry,Squeeze Raspberry Seltzer 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,05/26/2022
"7G - Davenport, IA",Paper Sun,Paper Sun Mexican Lager 4/6/12oz Can,PACKAGE,0,0,0,0,16,-1,11,0,0,04/03/2026
"7G - Davenport, IA",Paper Sun,Paper Sun Mexican Lager 1/2 Barrel Keg,DRAFT,0,0.153086422222,0,0,0,--,13.777778,13.777778,13.777778,09/19/2025
"7G - Davenport, IA",Citrus Surfer Lemon Berry,Citrus Surfer Lemon Berry 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,08/22/2024
"7G - Davenport, IA",Citrus Surfer Lemon Berry,Citrus Surfer Lemon Berry 4/6/12oz,PACKAGE,0,0,0,0,0,--,0,0,0,10/15/2024
"7G - Davenport, IA",Citrus Surfer Lemon Berry,Citrus Surfer Lemon Berry 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Dank Eddy,Dank Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Windbreak Pale Ale,Windbreak Pale Ale 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,03/17/2026
"7G - Davenport, IA",Windbreak Pale Ale,Windbreak Pale Ale 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Windbreak Pale Ale,Windbreak Pale Ale 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Colorado Smuggler,Colorado Smuggler 6/4/16oz Can,PACKAGE,0,0,0,0,8,-1,0,0,0,05/06/2025
"7G - Davenport, IA",Colorado Smuggler,Colorado Smuggler 1/2 Barrel,DRAFT,0,0,0,0,13.777778,-1,0,0,0,05/22/2025
"7G - Davenport, IA",Colorado Smuggler,Colorado Smuggler 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,05/26/2022
"7G - Davenport, IA",Cedar Radler,Cedar Radler 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Low Wake,Low Wake 1/2 bbl keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Cold One,Cold One 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,03/26/2025
"7G - Davenport, IA",Citrus Surfer Watermelon,Citrus Surfer Watermelon 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Citrus Surfer Watermelon,Citrus Surfer Watermelon 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Davenport, IA",Citrus Surfer Watermelon,Citrus Surfer Watermelon 4/6/12oz,PACKAGE,0,0,0,0,0,--,0,0,0,07/10/2024
"7G - Davenport, IA",Coconut King,Coconut King 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
