Distributors,Brands,Item Names,Draft/Package,Current On Hand in Case Equivs,Projected Daily Rate of Sales,Projected Days on Hand,90 Days 4/23/2026 thru 7/21/2026 Case Equivs,90 Days 4/23/2025 thru 7/21/2025 Case Equivs,Pct,90 Days  7/22/2025 thru 10/19/2025 Case Equivs,Projected 90 Days Sales Case Equivs,Projected Order in Case Equivs,Last Sale Date
"7G - Dubuque, IA",Dank Eddy,Dank Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Special Batches,Special Batch 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Special Batches,Special Batch 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Special Batches,Special Batch 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,03/24/2022
"7G - Dubuque, IA",Tailwind,Tailwind 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Tailwind,Tailwind 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,08/02/2024
"7G - Dubuque, IA",Turtle Hunter,Turtle Hunter 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,12/20/2022
"7G - Dubuque, IA",Turtle Hunter,Turtle Hunter 1/6 Barrel,DRAFT,0,0.025481477778,0,0,0,--,2.293333,2.293333,2.293333,11/13/2025
"7G - Dubuque, IA",Turtle Hunter,Turtle Hunter 6/4/16oz can,PACKAGE,0,0,0,0,0,--,0,0,0,09/13/2024
"7G - Dubuque, IA",Boomtown,Boomtown 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,10/05/2023
"7G - Dubuque, IA",Boomtown,Boomtown 1/24/16oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,10/05/2024
"7G - Dubuque, IA",Boomtown,Boomtown 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,03/13/2025
"7G - Dubuque, IA",Boomtown,Boomtown 1/2 Barrel Keg,DRAFT,0,0.076543211111,0,0,0,--,6.888889,6.888889,6.888889,07/31/2025
"7G - Dubuque, IA",Boomtown,Boomtown 4/6/12oz Can,PACKAGE,0,0.126984126984,0,15,21,-0.285714285714,16,11.428571428576,11.428571428576,07/02/2026
"7G - Dubuque, IA",Organic Dunkel,Organic Dunkel 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Sweet Spot Light Hard Ice,Sweet Spot Light Hard Iced Tea 6/4/12oz Can,PACKAGE,0,0,0,0,10,-1,0,0,0,06/30/2025
"7G - Dubuque, IA",Emerald Eddy,Emerald Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Equalitea,Equalitea 6/4/12oz can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Equalitea,Equalitea 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"7G - Dubuque, IA",Crescent Light,Crescent Light 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Schott Distributing Co. - Rochester, MN",Easy Eddy,Easy Eddy 1/2 Barrel Keg,DRAFT,282.444,5.893827255556,47.922,530.444453,0,--,0,0,-282.444,07/17/2026
"Schott Distributing Co. - Rochester, MN",Easy Eddy,Easy Eddy 2/12/12oz Can,PACKAGE,119,0.866666666667,137.3077,78,0,--,0,0,-119,07/16/2026
"Schott Distributing Co. - Rochester, MN",Easy Eddy,Easy Eddy 4/6/12oz Can,PACKAGE,50,0.555555555556,90,50,0,--,0,0,-50,07/16/2026
"Schott Distributing Co. - Rochester, MN",Easy Eddy,Easy Eddy 1/6 Barrel Keg,DRAFT,32.107,0.942814688889,34.0544,84.853322,0,--,0,0,-32.107,07/17/2026
"Schott Distributing Co. - Rochester, MN",Easy Eddy,Easy Eddy 1/12/19.2 oz Can,PACKAGE,8,0,0,0,0,--,0,0,0,01/01/0001
"Schott Distributing Co. - Rochester, MN",Citrus Surfer,Citrus Surfer 1/2 Barrel Keg,DRAFT,158.444,2.525925966667,62.7271,227.333337,0,--,0,0,-158.444,07/16/2026
"Schott Distributing Co. - Rochester, MN",Citrus Surfer,Citrus Surfer 4/6/12oz Can,PACKAGE,75,0.277777777778,270,25,0,--,0,0,-75,07/14/2026
"Schott Distributing Co. - Rochester, MN",Citrus Surfer,Citrus Surfer 1/6 Barrel Keg,DRAFT,43.573,1.172147977778,37.1736,105.493318,0,--,0,0,-43.573,07/16/2026
"Schott Distributing Co. - Rochester, MN",Citrus Surfer Variety Pac,Citrus Surfer Variety Pack 2/12/12oz Can,PACKAGE,148,0.577777777778,256.1538,52,0,--,0,0,-148,07/16/2026
"Schott Distributing Co. - Rochester, MN",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,122,0.866666666667,140.7692,78,0,--,0,0,-122,07/16/2026
"Schott Distributing Co. - Rochester, MN",Neighborhood Beer,Neighborhood Beer 4/6/12oz Can,PACKAGE,42,0.088888888889,472.5,8,0,--,0,0,-42,07/08/2026
"Schott Distributing Co. - Rochester, MN",Neighborhood Beer,Neighborhood Beer 1/2 Barrel Keg,DRAFT,20.667,0.459259266667,45.0007,41.333334,0,--,0,0,-20.667,07/14/2026
"Schott Distributing Co. - Rochester, MN",Neighborhood Beer,Neighborhood Beer 1/6 Barrel Keg,DRAFT,11.467,0.101925911111,112.5033,9.173332,0,--,0,0,-11.467,07/09/2026
"Schott Distributing Co. - Rochester, MN",Tigerhawk,Tigerhawk 1/2 Barrel Keg,DRAFT,48.222,0.076543211111,629.9971,6.888889,0,--,0,0,-48.222,07/15/2026
"Schott Distributing Co. - Rochester, MN",Wild Eddy,Wild Eddy 4/6/12oz Can,PACKAGE,28,0.211111111111,132.6316,19,0,--,0,0,-28,07/17/2026
"Schott Distributing Co. - Rochester, MN",Zero Eddy,Zero Eddy 4/6/12oz Can,PACKAGE,24,0.055555555556,432,5,0,--,0,0,-24,06/16/2026
"Schott Distributing Co. - Rochester, MN",Summer Jam,Summer Jam 6/4/12oz Can,PACKAGE,9,0.122222222222,73.6364,11,0,--,0,0,-9,07/07/2026
"Schott Distributing Co. - Rochester, MN",Summer Jam,Summer Jam 1/6 Barrel Keg,DRAFT,0,0.025481477778,0,2.293333,0,--,0,0,0,06/26/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,Easy Eddy 4/6/12oz Can,PACKAGE,127,2.761111111112,45.996,287,246,0.166666666667,213,248.500000000071,121.500000000071,07/20/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,Easy Eddy 2/12/12oz Can,PACKAGE,98,0.022222222222,4410,2,0,--,0,0,-98,07/20/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,Easy Eddy 1/2 Barrel Keg,DRAFT,48.222,2.920417892022,16.512,330.666671,268.666671,0.230769227047,213.555559,262.83761028202,214.61561028202,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,Easy Eddy 1/6 Barrel Keg,DRAFT,34.4,0.993777695556,34.6154,137.599987,91.733322,0.500000043605,59.62666,89.439992600021,55.039992600021,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,Easy Eddy 1/12/19.2 oz Can,PACKAGE,8.8,0.094064697609,93.5526,15.2,63.2,-0.759493670886,35.2,8.465822784813,-0.334177215187,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Easy Eddy,DIP 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer,Citrus Surfer 1/2 Barrel Keg,DRAFT,96.444,1.62380955,59.3937,186.000003,192.888892,-0.035714285714,151.555558,146.142859500043,49.698859500043,07/20/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer,Citrus Surfer 1/6 Barrel Keg,DRAFT,38.987,0.699760600066,55.7148,116.959989,89.439993,0.307692287051,48.159995,62.978454005915,23.991454005915,07/16/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer,Citrus Surfer 4/6/12oz Can,PACKAGE,33,2.01303538175,16.3932,230,179,0.284916201117,141,181.173184357497,148.173184357497,07/20/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer,Citrus Surfer 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,97,0.033333333333,2910,3,0,--,0,0,-97,07/20/2026
"Central States Bev. Co. (High Life) - MO, MO",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Summer Jam,Summer Jam 1/6 Barrel Keg,DRAFT,25.227,0.089185169792,282.8609,32.106662,36.693329,-0.125000023846,9.173332,8.026665281253,-17.200334718747,07/15/2026
"Central States Bev. Co. (High Life) - MO, MO",Summer Jam,Summer Jam 6/4/12oz Can,PACKAGE,23,0.655555555556,35.0847,59,4,13.75,0,0,-23,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Summer Jam,Summer Jam 1/2 Barrel Keg,DRAFT,20.667,0.841975322222,24.5459,75.777779,0,--,0,0,-20.667,07/15/2026
"Central States Bev. Co. (High Life) - MO, MO",Neighborhood Beer,Neighborhood Beer 4/6/12oz Can,PACKAGE,32,0.396774193548,80.6504,82,62,0.322580645161,27,35.709677419347,3.709677419347,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Neighborhood Beer,Neighbs 4/6/8oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Neighborhood Beer,Neighborhood Beer 1/2 Barrel Keg,DRAFT,0,0.918518522222,0,82.666667,0,--,0,0,0,05/18/2026
"Central States Bev. Co. (High Life) - MO, MO",Neighborhood Beer,Neighborhood Beer 2/12/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Double Blackberry,Double Blackberry 6/4/12oz Can,PACKAGE,10,0.047368421053,211.1111,6,38,-0.842105263158,27,4.263157894734,-5.736842105266,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Double Blackberry,Double Blackberry 1/6 Barrel Keg,DRAFT,0,0.280296266667,0,0,0,--,25.226664,25.226664,25.226664,01/07/2026
"Central States Bev. Co. (High Life) - MO, MO",Double Blackberry,Double Blackberry 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Royal Eddy,Royal Eddy 4/6/12oz Can,PACKAGE,5,0.355105105105,14.0803,55,74,-0.256756756757,43,31.959459459449,26.959459459449,07/17/2026
"Central States Bev. Co. (High Life) - MO, MO",Royal Eddy,Royal Eddy 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Zero Eddy,Zero Eddy 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Easy Going,Easy Going 4/6/12oz Can,PACKAGE,0,0.166666666667,0,15,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Dank Eddy,Dank Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Rainbow Connection,Rainbow Connection 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Moon Rabbit,Moon Rabbit 1/6 Barrel,DRAFT,0,0,0,0,4.586666,-1,0,0,0,02/25/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer POG,Citrus Surfer POG 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Mango Eddy,Mango Eddy 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Silo Amber Ale,Silo Amber 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Silo Amber Ale,Silo Amber 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Driftless Eddy,Driftless Eddy 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Arms Race Pale Ale,Arms Race Pale Ale 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Paper Sun,Paper Sun Mexican Lager 1/2 Barrel Keg,DRAFT,0,0.382716055556,0,34.444445,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",1939 Amber Ale,1939 Amber 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,04/09/2025
"Central States Bev. Co. (High Life) - MO, MO",Wild Eddy,Wild Eddy 4/6/12oz Can,PACKAGE,0,0.022222222222,0,2,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Wild Eddy,Wild Eddy 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Lupo,Lupo 1/2 Barrel,DRAFT,0,0.229629633333,0,20.666667,0,--,0,0,0,05/18/2026
"Central States Bev. Co. (High Life) - MO, MO",Strawberry Jam,Strawberry Jam 1/2 Barrel Keg,DRAFT,0,0.153086422222,0,13.777778,0,--,0,0,0,06/18/2026
"Central States Bev. Co. (High Life) - MO, MO",Strawberry Jam,Strawberry Jam 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,04/02/2026
"Central States Bev. Co. (High Life) - MO, MO",Strawberry Jam,Strawberry Jam 6/4/12oz can,PACKAGE,0,0.011111111111,0,1,0,--,0,0,0,05/06/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer Waverunner,Citrus Surfer Waverunner 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/01/0001
"Central States Bev. Co. (High Life) - MO, MO",Color TV,Color TV 1/2 Barrel,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer Lime,Citrus Surfer Lime 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,27.555556,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Citrus Surfer Lime,Citrus Surfer Lime 4/6/12oz Can,PACKAGE,0,0.066666666667,0,6,0,--,0,0,0,05/14/2026
"Central States Bev. Co. (High Life) - MO, MO",Oktoberfest,Oktoberfest 1/6 Barrel Keg,DRAFT,0,0.254814788889,0,0,0,--,22.933331,22.933331,22.933331,09/10/2025
"Central States Bev. Co. (High Life) - MO, MO",Oktoberfest,Oktoberfest 1/2 Barrel Keg,DRAFT,0,0.306172844444,0,0,0,--,27.555556,27.555556,27.555556,09/19/2025
"Central States Bev. Co. (High Life) - MO, MO",Oktoberfest,Oktoberfest 4/6/12oz Can,PACKAGE,-2,0.688888888889,-2.9032,0,0,--,62,62,64,10/15/2025
"Lamonica Beverages Inc., IL",Easy Eddy,Easy Eddy 1/2 Barrel Keg,DRAFT,137.778,2.559945171604,53.8207,296.222227,248.000004,0.194444444444,192.888892,230.395065444359,92.617065444359,07/17/2026
"Lamonica Beverages Inc., IL",Easy Eddy,Easy Eddy 1/6 Barrel Keg,DRAFT,105.493,3.629993213379,29.0615,266.02664,130.719984,1.035087764393,160.533317,326.699389204123,221.206389204123,07/17/2026
"Lamonica Beverages Inc., IL",Easy Eddy,Easy Eddy 4/6/12oz Can,PACKAGE,70,2.476011773363,28.2713,209,151,0.384105960265,161,222.841059602665,152.841059602665,07/17/2026
"Lamonica Beverages Inc., IL",Easy Eddy,Easy Eddy 2/12/12oz Can,PACKAGE,20,1.3,15.3846,117,0,--,0,0,-20,07/17/2026
"Lamonica Beverages Inc., IL",Easy Eddy,Easy Eddy 1/12/19.2 oz Can,PACKAGE,6.4,0.063369175627,100.9955,10.4,24.8,-0.58064516129,13.6,5.703225806456,-0.696774193544,07/14/2026
"Lamonica Beverages Inc., IL",Neighborhood Beer,Neighborhood Beer 1/2 Barrel Keg,DRAFT,48.222,1.148148166667,41.9998,89.555557,89.555557,0,103.333335,103.333335,55.111335,07/17/2026
"Lamonica Beverages Inc., IL",Neighborhood Beer,Neighborhood Beer 4/6/12oz Can,PACKAGE,23,0.429382716049,53.5653,47,45,0.044444444444,37,38.644444444428,15.644444444428,07/17/2026
"Lamonica Beverages Inc., IL",Neighborhood Beer,Neighborhood Beer 1/6 Barrel Keg,DRAFT,9.173,0.420444406482,21.8174,20.639998,13.759999,0.499999963663,25.226665,37.839996583339,28.666996583339,07/10/2026
"Lamonica Beverages Inc., IL",Neighborhood Beer,Neighbs 4/6/8oz Can,PACKAGE,4,0.029629622222,135,2.666666,0,--,0,0,-4,07/16/2026
"Lamonica Beverages Inc., IL",Neighborhood Beer,Neighborhood Beer 6/4/16oz Can,PACKAGE,1.333,0.044444444444,29.9925,0,0,--,4,4,2.667,08/14/2025
"Lamonica Beverages Inc., IL",1939 Amber Ale,1939 Amber 1/2 Barrel Keg,DRAFT,68.889,0.918518533333,75.0001,82.666668,0,--,0,0,-68.889,07/02/2026
"Lamonica Beverages Inc., IL",1939 Amber Ale,1939 Amber 1/6 Barrel Keg,DRAFT,9.173,0.305777733333,29.9989,27.519996,0,--,0,0,-9.173,07/17/2026
"Lamonica Beverages Inc., IL",Citrus Surfer,Citrus Surfer 4/6/12oz Can,PACKAGE,20,0.375925925926,53.202,42,36,0.166666666667,29,33.833333333343,13.833333333343,07/10/2026
"Lamonica Beverages Inc., IL",Citrus Surfer,Citrus Surfer 1/6 Barrel Keg,DRAFT,18.347,0.24373589372,75.2741,45.86666,52.746659,-0.130434782609,25.226665,21.936230434775,3.589230434775,07/16/2026
"Lamonica Beverages Inc., IL",Citrus Surfer,Citrus Surfer 1/2 Barrel Keg,DRAFT,13.778,0.057407408333,240.0039,13.777778,55.111112,-0.75,20.666667,5.16666675,-8.61133325,07/10/2026
"Lamonica Beverages Inc., IL",Citrus Surfer,Citrus Surfer 1/12/19.2oz Can,PACKAGE,5.6,0.006349206349,882,1.6,11.2,-0.857142857143,4,0.571428571428,-5.028571428572,07/07/2026
"Lamonica Beverages Inc., IL",Tigerhawk,Tigerhawk 2/12/12oz Can,PACKAGE,30,0,0,0,0,--,0,0,0,01/01/0001
"Lamonica Beverages Inc., IL",Citrus Surfer Lime,Citrus Surfer Lime 1/2 Barrel Keg,DRAFT,13.778,0,1240.02,0,20.666667,-1,20.666667,0,-13.778,10/07/2025
"Lamonica Beverages Inc., IL",Citrus Surfer Lime,Citrus Surfer Lime 1/6 Barrel Keg,DRAFT,4.587,0.006370369444,720.0524,2.293333,27.519996,-0.916666666667,6.879999,0.573333249998,-4.013666750002,04/30/2026
"Lamonica Beverages Inc., IL",Citrus Surfer Lime,Citrus Surfer Lime 4/6/12oz Can,PACKAGE,0,0.037037037037,0,10,21,-0.52380952381,7,3.33333333333,3.33333333333,07/03/2026
"Lamonica Beverages Inc., IL",Citrus Surfer POG,Citrus Surfer POG 1/2 Barrel Keg,DRAFT,13.778,0,1240.02,0,0,--,0,0,-13.778,04/01/2026
"Lamonica Beverages Inc., IL",Easy Going,Easy Going 4/6/12oz Can,PACKAGE,6,0.155555555556,38.5714,14,0,--,0,0,-6,07/02/2026
"Lamonica Beverages Inc., IL",Easy Going,Easy Going 1/6 Barrel Keg,DRAFT,2.293,0.050962955556,44.9935,4.586666,0,--,0,0,-2.293,05/07/2026
"Lamonica Beverages Inc., IL",Silo Amber Ale,Silo Amber 4/6/12oz Can,PACKAGE,5,0.166666666667,30,15,0,--,0,0,-5,07/16/2026
"Lamonica Beverages Inc., IL",Zero Eddy,Zero Eddy 4/6/12oz Can,PACKAGE,4,0.255555555556,15.6522,23,0,--,0,0,-4,07/10/2026
"Lamonica Beverages Inc., IL",Eddy Variety Pack,Eddy Variety Pack 2/12/12oz Can,PACKAGE,3,0.49797979798,6.0243,29,22,0.318181818182,34,44.818181818188,41.818181818188,07/17/2026
"Lamonica Beverages Inc., IL",Citrus Surfer Variety Pac,Citrus Surfer Variety Pack 2/12/12oz Can,PACKAGE,3,0.122222222222,24.5455,11,0,--,0,0,-3,06/25/2026
"Lamonica Beverages Inc., IL",Royal Eddy,Royal Eddy 4/6/12oz Can,PACKAGE,3,0.088888888889,33.75,8,0,--,0,0,-3,07/15/2026
"Lamonica Beverages Inc., IL",Royal Eddy,Royal Eddy 1/12/19.2oz Can,PACKAGE,0,0.124444444444,0,1.6,0,--,5.6,11.2,11.2,06/02/2026
"Lamonica Beverages Inc., IL",Moon Rabbit,Moon Rabbit 1/6 Barrel,DRAFT,2.293,0,206.37,0,0,--,0,0,-2.293,04/15/2026
"Lamonica Beverages Inc., IL",Moon Rabbit,Moon Rabbit 4/6/12oz Can,PACKAGE,0,0.077777777778,0,7,0,--,0,0,0,07/03/2026
"Lamonica Beverages Inc., IL",Sova,Sova 4/6/12oz Can,PACKAGE,2,0,180,0,0,--,0,0,-2,04/02/2026
"Lamonica Beverages Inc., IL",Sova,Sova 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,02/18/2026
"Lamonica Beverages Inc., IL",Sova,Sova 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/16/2026
"Lamonica Beverages Inc., IL",Lupo,Lupo 4/6/12oz Can,PACKAGE,2,0.133333333333,15,8,2,3,3,12,10,07/10/2026
"Lamonica Beverages Inc., IL",Lupo,Lupo 1/6 Barrel,DRAFT,0,0,0,0,9.173333,-1,4.586667,0,0,08/27/2025
"Lamonica Beverages Inc., IL",Lupo,Lupo 1/2 Barrel,DRAFT,0,0,0,0,34.444445,-1,27.555556,0,0,09/11/2025
"Lamonica Beverages Inc., IL",Summer Jam,Summer Jam 6/4/12oz Can,PACKAGE,1,0.088888888889,11.25,8,0,--,0,0,-1,07/14/2026
"Lamonica Beverages Inc., IL",Summer Jam,Summer Jam 1/6 Barrel Keg,DRAFT,0,0.1274074,0,11.466666,6.879999,0.666666812016,0,0,0,05/29/2026
"Lamonica Beverages Inc., IL",Strawberry Jam,Strawberry Jam 6/4/12oz can,PACKAGE,1,0,90,0,0,--,0,0,-1,04/10/2026
"Lamonica Beverages Inc., IL",Strawberry Jam,Strawberry Jam 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,04/16/2026
"Lamonica Beverages Inc., IL",99Z GENERIC VOL,99Z GENERIC VOLUME 10.8 FIRKIN,DRAFT,0,0.106666666667,0,0,0,--,9.6,9.6,9.6,09/10/2025
"Lamonica Beverages Inc., IL",99Z GENERIC VOL,99Z GENERIC VOLUME 1/6 KEG,DRAFT,0,0.025679011111,0,0,0,--,2.311111,2.311111,2.311111,09/10/2025
"Lamonica Beverages Inc., IL",Coconut King,Coconut King 6/4/16 oz,PACKAGE,0,0.074074066667,0,0,0,--,6.666666,6.666666,6.666666,01/21/2026
"Lamonica Beverages Inc., IL",Coconut King,Coconut King 1/6 bbl,DRAFT,0,0.025481477778,0,0,0,--,2.293333,2.293333,2.293333,09/10/2025
"Lamonica Beverages Inc., IL",Burch the Bear,Burch the Bear 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/21/2026
"Lamonica Beverages Inc., IL",Special Batches,Special Batch 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,03/04/2026
"Lamonica Beverages Inc., IL",Turtle Hunter,Turtle Hunter 1/6 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,01/14/2026
"Lamonica Beverages Inc., IL",Oktoberfest,Oktoberfest 1/6 Barrel Keg,DRAFT,0,0.2293333,0,0,0,--,20.639997,20.639997,20.639997,10/03/2025
"Lamonica Beverages Inc., IL",Oktoberfest,Oktoberfest 4/6/12oz Can,PACKAGE,0,0.322222222222,0,0,0,--,29,29,29,09/18/2025
"Lamonica Beverages Inc., IL",Oktoberfest,Oktoberfest 1/2 Barrel Keg,DRAFT,0,0.612345688889,0,0,0,--,55.111112,55.111112,55.111112,10/07/2025
"Lamonica Beverages Inc., IL",Triple Eddy,Triple Eddy 4/6/8oz Can,PACKAGE,0,0.022222222222,0,2,0,--,0,0,0,07/03/2026
"Lamonica Beverages Inc., IL",Triple Eddy,Triple Eddy 6/4/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,03/17/2026
"Lamonica Beverages Inc., IL",Double Blackberry,Double Blackberry 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,11/26/2025
"Lamonica Beverages Inc., IL",Double Blackberry,Double Blackberry 6/4/12oz Can,PACKAGE,0,0.012962962963,0,2,12,-0.833333333333,7,1.166666666669,1.166666666669,06/24/2026
"Lamonica Beverages Inc., IL",Color TV,Color TV 1/6 Barrel,DRAFT,0,0.076444433333,0,6.879999,13.759999,-0.500000036337,0,0,0,07/09/2026
"Lamonica Beverages Inc., IL",Color TV,Color TV 4/6/12oz Can,PACKAGE,0,0,0,0,10,-1,0,0,0,02/26/2026
"Lamonica Beverages Inc., IL",Arms Race Pale Ale,Arms Race Pale Ale 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,02/26/2026
"Lamonica Beverages Inc., IL",Freezy Eddy,Freezy Eddy 1/2 Barrel,DRAFT,0,0,0,0,0,--,0,0,0,10/28/2025
"Lamonica Beverages Inc., IL",A Real Nice Surprise IPA,A Real Nice Surprise IPA 4/6/12oz Can,PACKAGE,0,0,0,0,0,--,0,0,0,11/25/2025
"Lamonica Beverages Inc., IL",A Real Nice Surprise IPA,A Real Nice Surprise IPA 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,01/14/2026
"Lamonica Beverages Inc., IL",Wade Wisely Coffee Oatmea,Wade Wisely 4/6/12oz Can,PACKAGE,0,0.011111111111,0,0,0,--,1,1,1,12/29/2025
"Lamonica Beverages Inc., IL",Wade Wisely Coffee Oatmea,Wade Wisely 1/6 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,10/30/2025
"Lamonica Beverages Inc., IL",Wade Wisely Coffee Oatmea,Wade Wisely 1/2 Barrel Keg,DRAFT,0,0,0,0,0,--,0,0,0,11/05/2025
"Lamonica Beverages Inc., IL",Rainbow Connection,Rainbow Connection 6/4/12oz Can,PACKAGE,0,0.022222222222,0,10,15,-0.333333333333,3,2.000000000001,2.000000000001,05/29/2026
"Lamonica Beverages Inc., IL",Rainbow Connection,Rainbow Connection 1/6 Barrel Keg,DRAFT,0,0,0,0,6.666666,-1,0,0,0,06/17/2025
"Lamonica Beverages Inc., IL",Rainbow Connection,Rainbow Connection 1/2 Barrel Keg,DRAFT,0,0.153086422222,0,0,0,--,13.777778,13.777778,13.777778,08/14/2025
"Lamonica Beverages Inc., IL",Richard the Whale,Richard the Whale 1/6 Barrel,DRAFT,0,0.025481477778,0,0,0,--,2.293333,2.293333,2.293333,12/19/2025
